# Option 4. Preprocessing description: ordinal encoding only, imputing, no cutoff
age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y 
22,0.0,2.0,6.0,0,1,0,1,9,1,2,-1,3,-1,-1.1,94.199,-37.5,0.882,4963.6,1
27,9.0,2.0,5.0,0,0,0,1,4,3,1,-1,0,0,-1.8,93.075,-47.1,1.415,5099.1,0
37,9.0,1.0,6.0,0,1,0,1,10,3,1,-1,1,-1,-3.4,92.431,-26.9,0.742,5017.5,1
45,1.0,2.0,3.0,0,1,1,1,9,3,1,-1,0,0,-1.1,94.199,-37.5,0.886,4963.6,1
30,6.0,2.0,6.0,0,1,0,1,7,2,1,-1,0,0,-2.9,92.469,-33.6,1.044,5076.2,0
43,6.0,1.0,6.0,0,1,0,1,3,3,1,-1,0,0,-1.8,93.369,-34.8,0.651,5008.7,1
36,9.0,1.0,6.0,0,1,0,1,9,4,2,-1,0,0,-1.1,94.199,-37.5,0.879,4963.6,1
45,1.0,1.0,5.0,0,1,0,1,8,4,1,-1,0,0,1.4,93.444,-36.1,4.968,5228.1,0
61,9.0,1.0,5.0,0,0,0,1,10,4,1,-1,0,0,-3.4,92.431,-26.9,0.722,5017.5,0
55,0.0,1.0,6.0,0,1,1,1,7,2,1,-1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
40,1.0,1.0,1.0,0,0,0,0,5,2,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
31,4.0,2.0,6.0,0,0,0,0,5,2,1,-1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
68,5.0,1.0,3.0,0,0,1,1,4,1,2,-1,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
44,1.0,2.0,2.0,0,0,0,0,5,4,2,-1,0,0,1.1,93.994,-36.4,4.855,5191.0,0
44,9.0,1.0,5.0,0,1,0,1,4,1,1,-1,1,-1,-1.8,93.075,-47.1,1.466,5099.1,0
27,9.0,2.0,3.0,0,1,0,1,7,5,1,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,1
27,0.0,2.0,6.0,0,1,1,1,10,2,1,3,2,1,-1.1,94.601,-49.5,0.982,4963.6,0
30,7.0,2.0,3.0,0,0,0,1,7,4,1,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
39,4.0,1.0,6.0,0,0,0,0,5,2,3,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
52,1.0,1.0,2.0,0,1,0,0,6,1,2,-1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
41,0.0,1.0,6.0,0,1,1,0,5,1,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
35,0.0,1.0,3.0,0,0,0,0,5,3,19,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
60,0.0,1.0,3.0,0,0,0,1,7,2,1,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
33,1.0,1.0,1.0,0,1,0,1,4,3,2,-1,0,0,-1.8,93.075,-47.1,1.498,5099.1,1
71,5.0,2.0,0.0,0,1,0,1,4,5,3,-1,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
37,9.0,1.0,5.0,0,0,0,0,5,2,4,-1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
35,7.0,2.0,3.0,0,1,1,1,5,5,1,-1,0,0,-1.8,92.893,-46.2,1.313,5099.1,0
40,1.0,1.0,2.0,0,1,0,1,11,1,1,-1,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
31,0.0,2.0,6.0,0,1,0,0,5,1,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
42,9.0,1.0,3.0,0,1,0,1,4,4,1,-1,0,0,-1.8,93.075,-47.1,1.406,5099.1,1
56,5.0,1.0,0.0,0,1,0,1,8,3,1,-1,0,0,1.4,93.444,-36.1,4.967,5228.1,0
29,6.0,2.0,5.0,0,0,0,0,6,2,7,-1,0,0,1.4,94.465,-41.8,4.864,5228.1,0
45,0.0,1.0,6.0,0,1,0,0,7,4,3,-1,0,0,-2.9,92.469,-33.6,0.969,5076.2,0
35,0.0,1.0,3.0,0,1,0,0,5,4,1,-1,0,0,1.1,93.994,-36.4,4.86,5191.0,0
45,0.0,1.0,6.0,0,1,0,0,5,2,6,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
44,0.0,1.0,6.0,0,1,0,0,5,4,2,-1,0,0,1.1,93.994,-36.4,4.86,5191.0,0
58,1.0,1.0,2.0,0,1,0,1,8,1,1,-1,0,0,1.4,93.444,-36.1,4.97,5228.1,0
38,9.0,1.0,5.0,0,1,0,0,8,1,2,9,1,1,-2.9,92.201,-31.4,0.821,5076.2,1
26,0.0,2.0,6.0,0,1,0,1,4,4,1,-1,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
29,8.0,2.0,6.0,0,1,0,1,7,4,1,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
54,4.0,2.0,2.0,0,1,0,0,5,1,3,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
54,4.0,1.0,6.0,0,0,0,0,5,3,1,-1,0,0,1.1,93.994,-36.4,4.859,5191.0,0
43,10.0,1.0,2.0,0,1,0,0,5,4,2,-1,0,0,1.1,93.994,-36.4,4.855,5191.0,0
38,1.0,1.0,2.0,0,1,0,1,4,4,1,-1,0,0,-1.8,93.075,-47.1,1.41,5099.1,0
44,2.0,1.0,3.0,0,0,0,1,11,3,1,-1,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
31,0.0,2.0,2.0,0,1,0,1,7,1,2,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
41,1.0,1.0,2.0,0,0,0,1,7,2,4,-1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
42,3.0,1.0,6.0,0,0,0,1,11,1,1,-1,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
36,0.0,1.0,6.0,0,0,0,1,8,4,1,-1,0,0,1.4,93.444,-36.1,4.962,5228.1,0
43,0.0,1.0,3.0,0,0,0,0,6,5,10,-1,0,0,1.4,94.465,-41.8,4.959,5228.1,1
42,0.0,1.0,6.0,0,1,0,1,7,1,1,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
27,8.0,2.0,6.0,0,1,1,1,4,2,2,-1,1,-1,-1.8,93.749,-34.6,0.646,5008.7,0
31,9.0,2.0,3.0,0,1,0,1,4,5,1,-1,1,-1,-1.8,93.075,-47.1,1.479,5099.1,0
39,0.0,1.0,6.0,0,0,0,1,4,3,1,-1,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
42,10.0,1.0,3.0,0,1,0,1,11,2,2,-1,0,0,-0.1,93.2,-42.0,4.153,5195.8,0
45,9.0,1.0,5.0,0,0,0,1,8,3,1,-1,0,0,1.4,93.444,-36.1,4.965,5228.1,0
30,1.0,1.0,2.0,0,1,0,0,11,4,2,-1,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
45,9.0,1.0,5.0,0,0,0,1,8,3,1,-1,0,0,1.4,93.444,-36.1,4.967,5228.1,0
53,9.0,0.0,5.0,0,0,0,1,7,2,1,-1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
32,9.0,1.0,6.0,0,1,0,1,7,4,7,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
56,1.0,1.0,0.0,0,0,0,1,8,3,2,-1,0,0,1.4,93.444,-36.1,4.967,5228.1,0
36,1.0,2.0,2.0,0,1,0,1,7,1,4,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
40,1.0,1.0,3.0,0,0,0,0,5,3,3,-1,0,0,1.1,93.994,-36.4,4.859,5191.0,0
44,1.0,1.0,3.0,0,1,0,0,5,5,1,-1,0,0,1.1,93.994,-36.4,4.864,5191.0,0
30,1.0,2.0,0.0,0,1,1,1,7,1,1,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
55,5.0,1.0,3.0,0,1,0,1,4,5,2,-1,1,-1,-1.8,93.075,-47.1,1.405,5099.1,0
55,1.0,1.0,0.0,0,1,0,0,6,5,2,-1,0,0,1.4,94.465,-41.8,4.959,5228.1,1
35,0.0,1.0,3.0,0,1,0,1,3,4,2,-1,0,0,-1.8,92.843,-50.0,1.538,5099.1,1
29,7.0,2.0,3.0,0,0,0,1,6,3,2,3,1,1,-2.9,92.963,-40.8,1.26,5076.2,1
39,9.0,2.0,6.0,0,1,0,1,7,1,5,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
42,1.0,1.0,2.0,0,0,0,0,6,2,1,-1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
35,1.0,1.0,2.0,0,1,0,0,5,4,1,-1,0,0,1.1,93.994,-36.4,4.86,5191.0,0
55,9.0,1.0,1.0,0,1,0,0,5,2,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
34,0.0,2.0,6.0,0,1,0,1,8,1,3,-1,0,0,1.4,93.444,-36.1,4.965,5228.1,0
31,7.0,2.0,3.0,0,0,0,1,7,4,3,-1,0,0,1.4,93.918,-42.7,4.968,5228.1,0
38,1.0,2.0,2.0,0,1,0,1,7,2,3,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
25,0.0,2.0,6.0,0,1,0,1,11,1,1,-1,1,-1,-3.4,92.649,-30.1,0.714,5017.5,1
28,1.0,2.0,2.0,0,0,0,1,7,5,5,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
52,5.0,1.0,0.0,0,1,0,0,5,4,1,-1,0,0,1.1,93.994,-36.4,4.86,5191.0,0
41,1.0,1.0,5.0,0,1,0,1,11,2,2,-1,0,0,-0.1,93.2,-42.0,4.153,5195.8,0
31,0.0,1.0,3.0,0,0,0,1,11,2,2,-1,0,0,-0.1,93.2,-42.0,4.153,5195.8,0
27,1.0,1.0,2.0,0,1,0,0,5,5,6,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
32,1.0,1.0,0.0,0,1,0,0,5,5,1,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
47,7.0,1.0,3.0,0,1,0,0,5,4,2,-1,0,0,1.1,93.994,-36.4,4.86,5191.0,0
34,0.0,2.0,3.0,0,1,0,1,7,5,1,-1,0,0,1.4,93.918,-42.7,4.957,5228.1,0
51,0.0,2.0,1.0,0,0,0,0,5,2,1,-1,0,0,1.1,93.994,-36.4,4.856,5191.0,1
52,9.0,0.0,6.0,0,1,1,1,8,3,4,-1,0,0,1.4,93.444,-36.1,4.967,5228.1,0
33,0.0,2.0,3.0,0,0,0,1,7,5,1,-1,0,0,1.4,93.918,-42.7,4.957,5228.1,0
36,1.0,2.0,2.0,0,0,1,0,11,3,2,-1,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
33,0.0,1.0,3.0,0,0,0,0,5,5,2,-1,0,0,-1.8,92.893,-46.2,1.313,5099.1,0
48,7.0,1.0,3.0,0,1,1,1,6,2,3,-1,0,0,-2.9,92.963,-40.8,1.286,5076.2,0
44,1.0,1.0,0.0,0,0,0,0,5,1,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
36,3.0,0.0,0.0,0,0,0,1,11,2,1,-1,0,0,-0.1,93.2,-42.0,4.153,5195.8,0
51,1.0,1.0,1.0,0,1,0,0,5,2,2,-1,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
34,1.0,1.0,0.0,0,0,1,1,5,4,1,-1,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
44,4.0,1.0,6.0,0,0,0,0,4,2,2,-1,1,-1,-1.8,93.749,-34.6,0.646,5008.7,1
30,0.0,2.0,6.0,0,0,0,1,8,5,3,-1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
35,0.0,1.0,6.0,0,1,0,0,5,1,1,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
32,4.0,1.0,6.0,0,1,1,1,5,3,9,-1,1,-1,-1.8,92.893,-46.2,1.281,5099.1,0
54,4.0,1.0,6.0,0,1,1,1,8,4,11,-1,0,0,1.4,93.444,-36.1,4.962,5228.1,0
46,0.0,1.0,3.0,0,0,0,1,4,1,5,-1,2,-1,-1.8,93.075,-47.1,1.405,5099.1,0
32,0.0,1.0,6.0,0,0,1,1,8,2,3,-1,0,0,1.4,93.444,-36.1,4.965,5228.1,0
31,4.0,1.0,6.0,0,1,1,1,8,3,2,-1,0,0,1.4,93.444,-36.1,4.967,5228.1,1
32,0.0,1.0,1.0,0,0,0,0,5,4,1,-1,0,0,1.1,93.994,-36.4,4.855,5191.0,0
33,7.0,1.0,3.0,0,0,0,0,5,4,1,-1,1,-1,-1.8,92.893,-46.2,1.327,5099.1,0
41,1.0,0.0,0.0,0,0,0,1,5,5,5,-1,0,0,-1.8,92.893,-46.2,1.25,5099.1,1
55,9.0,1.0,5.0,0,0,1,1,5,5,3,-1,1,-1,-1.8,92.893,-46.2,1.25,5099.1,0
47,0.0,0.0,3.0,0,1,0,1,5,2,1,-1,1,-1,-1.8,92.893,-46.2,1.291,5099.1,0
40,1.0,1.0,0.0,0,1,0,1,7,4,1,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
54,1.0,1.0,2.0,0,0,0,0,5,3,2,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,1
40,0.0,0.0,2.0,0,1,0,1,5,4,2,-1,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
20,8.0,2.0,3.0,0,0,0,1,4,1,1,-1,3,-1,-1.8,93.749,-34.6,0.645,5008.7,1
48,9.0,0.0,5.0,0,1,0,1,7,2,1,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
38,1.0,1.0,2.0,0,0,0,1,11,2,2,-1,1,-1,-0.1,93.2,-42.0,4.153,5195.8,0
50,0.0,1.0,6.0,0,1,0,0,6,3,1,-1,0,0,1.4,94.465,-41.8,4.864,5228.1,0
30,7.0,1.0,3.0,0,1,0,1,11,3,4,-1,1,-1,-0.1,93.2,-42.0,4.12,5195.8,0
47,0.0,1.0,6.0,0,1,0,1,8,2,2,-1,0,0,1.4,93.444,-36.1,4.965,5228.1,0
39,1.0,1.0,1.0,0,0,0,0,5,4,1,-1,0,0,1.1,93.994,-36.4,4.855,5191.0,0
39,1.0,1.0,0.0,0,1,0,0,6,1,1,-1,0,0,1.4,94.465,-41.8,4.865,5228.1,0
35,7.0,1.0,3.0,0,1,0,1,7,2,3,-1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
47,9.0,1.0,5.0,0,0,0,0,5,3,3,-1,0,0,1.1,93.994,-36.4,4.859,5191.0,0
29,1.0,1.0,2.0,0,0,1,0,6,4,1,-1,0,0,1.4,94.465,-41.8,4.955,5228.1,0
34,0.0,2.0,3.0,0,1,0,0,6,4,3,-1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
49,10.0,1.0,3.0,0,1,0,1,8,5,1,-1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
37,1.0,1.0,3.0,0,1,0,1,4,1,5,-1,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
55,0.0,1.0,5.0,0,1,1,1,8,2,1,-1,0,0,1.4,93.444,-36.1,4.968,5228.1,0
36,9.0,2.0,5.0,0,0,0,1,5,3,1,-1,0,0,-1.8,92.893,-46.2,1.334,5099.1,0
35,0.0,1.0,6.0,0,0,0,0,6,5,2,-1,0,0,1.4,94.465,-41.8,4.967,5228.1,0
41,0.0,2.0,6.0,0,1,1,0,6,3,5,-1,0,0,1.4,94.465,-41.8,4.959,5228.1,0
34,0.0,1.0,6.0,0,0,0,0,5,1,2,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
55,10.0,1.0,6.0,0,1,0,1,11,4,2,-1,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
54,5.0,2.0,0.0,0,0,0,0,6,3,1,-1,0,0,1.4,94.465,-41.8,4.962,5228.1,0
50,9.0,0.0,6.0,0,0,0,1,8,1,2,-1,0,0,1.4,93.444,-36.1,4.97,5228.1,0
48,4.0,0.0,6.0,0,0,0,1,5,4,6,-1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
44,0.0,1.0,1.0,0,0,0,1,5,1,1,-1,1,-1,-1.8,92.893,-46.2,1.244,5099.1,0
39,0.0,1.0,3.0,0,1,0,1,4,3,1,-1,0,0,-1.8,93.075,-47.1,1.498,5099.1,0
52,1.0,1.0,2.0,0,0,0,1,8,5,8,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
43,0.0,2.0,6.0,0,1,0,0,5,2,1,-1,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
34,4.0,1.0,6.0,0,1,0,1,11,3,1,-1,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
60,5.0,1.0,6.0,0,1,1,1,8,1,3,-1,0,0,1.4,93.444,-36.1,4.97,5228.1,0
34,0.0,1.0,3.0,0,1,1,1,7,3,1,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
37,0.0,1.0,6.0,0,1,0,1,7,5,5,4,2,1,-1.7,94.215,-40.3,0.896,4991.6,1
30,3.0,1.0,3.0,0,1,0,1,5,2,1,-1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
37,7.0,2.0,5.0,0,1,0,1,4,1,4,-1,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
46,1.0,1.0,2.0,0,0,0,1,7,1,3,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
27,0.0,2.0,6.0,0,0,0,0,5,3,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
33,0.0,2.0,6.0,0,0,0,1,5,3,2,-1,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
83,3.0,0.0,0.0,0,1,0,1,7,2,2,3,1,1,-1.7,94.215,-40.3,0.797,4991.6,1
38,0.0,1.0,6.0,0,1,0,1,8,2,1,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
83,5.0,0.0,0.0,0,1,0,1,9,4,3,-1,0,0,-1.1,94.199,-37.5,0.879,4963.6,0
24,0.0,2.0,3.0,0,1,0,1,4,2,1,-1,1,-1,-1.8,93.075,-47.1,1.423,5099.1,0
46,8.0,2.0,3.0,0,1,0,0,7,5,4,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,1
54,5.0,1.0,2.0,0,1,1,0,5,1,1,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
24,7.0,2.0,2.0,0,1,0,0,7,3,2,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
30,0.0,2.0,6.0,0,1,0,1,11,3,1,-1,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
31,7.0,0.0,3.0,0,0,0,1,5,4,1,-1,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
34,0.0,1.0,3.0,0,0,0,1,5,5,2,-1,0,0,-1.8,92.893,-46.2,1.313,5099.1,0
43,0.0,1.0,6.0,0,0,0,0,5,3,1,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
57,1.0,1.0,0.0,0,0,0,1,5,2,2,-1,1,-1,-1.8,92.893,-46.2,1.344,5099.1,0
40,0.0,0.0,6.0,0,1,0,1,8,3,2,-1,0,0,1.4,93.444,-36.1,4.967,5228.1,0
28,0.0,2.0,6.0,0,1,0,0,6,3,5,-1,0,0,1.4,94.465,-41.8,4.962,5228.1,0
59,3.0,0.0,6.0,0,1,0,1,7,2,1,-1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
54,4.0,0.0,6.0,0,1,1,1,5,3,2,-1,1,-1,-1.8,92.893,-46.2,1.334,5099.1,0
40,6.0,1.0,5.0,0,0,0,0,5,2,1,-1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
41,4.0,1.0,3.0,0,1,0,1,5,2,2,-1,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
30,1.0,2.0,3.0,0,1,0,0,5,2,1,-1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
40,0.0,1.0,3.0,0,0,0,1,7,4,2,-1,0,0,1.4,93.918,-42.7,4.968,5228.1,0
28,0.0,2.0,3.0,0,0,0,0,6,2,5,-1,0,0,1.4,94.465,-41.8,4.864,5228.1,0
32,1.0,1.0,3.0,0,0,0,1,5,5,1,-1,1,-1,-1.8,92.893,-46.2,1.313,5099.1,0
32,0.0,1.0,3.0,0,0,0,0,5,1,1,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
56,7.0,0.0,3.0,0,0,0,1,7,2,3,-1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
48,7.0,1.0,1.0,0,0,0,1,9,1,2,-1,0,0,-1.1,94.199,-37.5,0.879,4963.6,1
31,7.0,2.0,3.0,0,0,0,0,5,3,1,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
53,9.0,0.0,6.0,0,1,0,0,6,5,28,-1,0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,9.0,1.0,5.0,0,1,0,1,6,2,4,3,2,1,-1.7,94.055,-39.8,0.723,4991.6,0
49,0.0,1.0,3.0,0,1,0,1,8,3,2,-1,0,0,-2.9,92.201,-31.4,0.879,5076.2,0
49,0.0,1.0,6.0,0,1,0,1,8,2,2,-1,1,-1,-2.9,92.201,-31.4,0.883,5076.2,1
50,1.0,1.0,0.0,0,1,0,1,8,4,2,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
46,3.0,1.0,0.0,0,0,0,0,5,2,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
40,6.0,1.0,6.0,0,0,0,1,11,3,1,-1,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
44,9.0,1.0,3.0,0,1,1,1,10,1,2,-1,1,-1,-1.1,94.601,-49.5,1.0,4963.6,0
27,2.0,1.0,6.0,0,1,0,1,5,1,2,-1,0,0,-1.8,92.893,-46.2,1.299,5099.1,0
30,0.0,0.0,6.0,0,1,1,1,8,5,1,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
59,5.0,1.0,0.0,0,0,0,1,5,2,1,-1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
27,7.0,1.0,5.0,0,1,0,0,5,1,3,-1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
30,3.0,1.0,6.0,0,1,0,1,8,3,7,-1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
35,7.0,0.0,3.0,0,0,1,0,5,3,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
57,1.0,1.0,1.0,0,0,0,1,5,3,5,-1,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
33,9.0,1.0,5.0,0,1,0,0,5,2,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
56,5.0,1.0,0.0,0,0,0,1,11,2,1,-1,0,0,-0.1,93.2,-42.0,4.153,5195.8,0
25,7.0,2.0,2.0,0,1,0,1,7,3,1,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,1
33,10.0,0.0,5.0,0,1,0,0,8,1,1,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
60,5.0,1.0,3.0,0,1,0,0,6,3,3,-1,0,0,1.4,94.465,-41.8,4.962,5228.1,0
42,1.0,1.0,0.0,0,0,0,0,5,2,4,-1,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
37,2.0,0.0,6.0,0,0,1,1,5,4,3,-1,0,0,-1.8,92.893,-46.2,1.27,5099.1,0
62,2.0,1.0,2.0,0,1,0,1,4,1,2,10,1,1,-1.8,93.749,-34.6,0.642,5008.7,0
48,0.0,1.0,6.0,0,1,0,1,11,4,2,-1,1,-1,-0.1,93.2,-42.0,4.076,5195.8,0
48,0.0,1.0,6.0,0,1,0,1,11,1,1,6,3,1,-1.1,94.767,-50.8,1.05,4963.6,1
33,1.0,1.0,1.0,0,1,0,0,5,3,1,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
49,0.0,2.0,6.0,0,1,0,0,7,4,1,-1,0,0,1.4,93.918,-42.7,4.958,5228.1,0
31,4.0,1.0,3.0,0,1,0,0,6,1,5,-1,0,0,1.4,94.465,-41.8,4.865,5228.1,0
34,0.0,1.0,6.0,0,0,0,0,5,3,1,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
44,9.0,0.0,5.0,0,1,0,1,4,4,2,-1,0,0,-1.8,93.075,-47.1,1.41,5099.1,0
37,9.0,2.0,3.0,0,0,1,0,5,2,1,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
31,1.0,1.0,0.0,0,1,0,0,7,3,1,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
30,1.0,2.0,1.0,0,1,0,1,7,3,8,-1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
49,0.0,1.0,3.0,0,1,0,1,5,2,1,-1,1,-1,-1.8,92.893,-46.2,1.344,5099.1,1
24,8.0,2.0,5.0,0,0,0,1,7,3,2,6,3,1,-1.7,94.215,-40.3,0.896,4991.6,1
55,0.0,0.0,6.0,0,1,0,1,4,3,1,-1,1,-1,-1.8,93.075,-47.1,1.445,5099.1,0
28,1.0,2.0,3.0,0,1,0,1,4,4,2,-1,0,0,-1.8,93.075,-47.1,1.483,5099.1,1
36,1.0,2.0,2.0,0,1,0,0,5,1,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
33,9.0,2.0,5.0,0,1,0,1,8,5,2,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
52,9.0,2.0,5.0,0,0,0,0,5,4,4,-1,0,0,1.1,93.994,-36.4,4.86,5191.0,0
50,7.0,1.0,5.0,0,0,1,0,5,2,3,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
31,4.0,1.0,6.0,0,1,1,1,8,1,1,-1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
33,9.0,2.0,5.0,0,0,0,1,7,4,5,-1,0,0,1.4,93.918,-42.7,4.968,5228.1,0
38,0.0,1.0,6.0,0,0,0,1,8,3,1,4,1,1,-2.9,92.201,-31.4,0.879,5076.2,0
55,3.0,1.0,0.0,0,0,0,1,7,3,7,-1,0,0,1.4,93.918,-42.7,4.957,5228.1,0
31,0.0,2.0,6.0,0,1,0,1,7,1,3,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
49,0.0,0.0,3.0,0,0,0,1,7,1,3,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
58,5.0,1.0,0.0,0,0,0,0,6,4,1,-1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
38,0.0,1.0,6.0,0,0,0,1,8,3,1,-1,0,0,1.4,93.444,-36.1,4.967,5228.1,0
57,4.0,1.0,6.0,0,0,0,1,7,4,1,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
40,4.0,1.0,6.0,0,1,0,1,11,5,1,-1,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
30,9.0,1.0,5.0,0,1,0,1,5,4,1,-1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
48,0.0,1.0,6.0,0,0,0,0,5,3,2,-1,0,0,1.1,93.994,-36.4,4.859,5191.0,0
46,0.0,2.0,3.0,0,0,0,1,8,4,2,9,4,-1,-1.7,94.027,-38.3,0.904,4991.6,0
43,1.0,1.0,0.0,0,1,0,0,5,2,2,-1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
43,1.0,1.0,1.0,0,0,1,1,5,5,3,-1,0,0,-1.8,92.893,-46.2,1.313,5099.1,0
58,4.0,1.0,6.0,0,1,0,1,7,1,2,-1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
36,9.0,1.0,5.0,0,1,0,1,8,4,3,-1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
49,10.0,0.0,2.0,0,0,0,1,7,1,3,-1,0,0,1.4,93.918,-42.7,4.96,5228.1,0
37,1.0,2.0,2.0,0,0,0,0,5,4,5,-1,0,0,1.1,93.994,-36.4,4.86,5191.0,0
